Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
BUSINESS_EVENT,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
BUSINESS_EVENT,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
BUSINESS_EVENT,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
BUSINESS_EVENT,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_EVENT,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_EVENT,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_EVENT,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_EVENT,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
BUSINESS_EVENT,IDX_BUS_EVT_ACTIVE,"ACTIVE, DELETED",,,
BUSINESS_EVENT,IDX_BUS_EVT_OLD_ID,OLD_ID,,,
BUSINESS_EVENT,IDX_BUSINESS_EVENT_STABLE_ID,STABLE_ID,,,
BUSINESS_EVENT_ENTERPRISE_TYPE,BUSINESS_EVENT_ID,VARCHAR2( 36 CHAR),*ID sự vụ (tham chiếu business_event.id)*,PK,
BUSINESS_EVENT_ENTERPRISE_TYPE,ENTERPRISE_TYPE_ID,VARCHAR2( 36 CHAR),*ID loại hình doanh nghiệp (tham chiếu enterprise_type.id)*,PK,
BUSINESS_EVENT_ENTERPRISE_TYPE,BUSINESS_EVENT_STABLE_ID,VARCHAR2( 36 CHAR),*Stable ID của business_event - ID ổn định xuyên suốt các phiên bản*,,
BUSINESS_EVENT_ENTERPRISE_TYPE,ENTERPRISE_TYPE_STABLE_ID,VARCHAR2( 36 CHAR),*Stable ID của enterprise_type - ID ổn định xuyên suốt các phiên bản*,,
BUSINESS_EVENT_ENTERPRISE_TYPE,IDX_BUS_EVT_ET_EVT_ID,BUSINESS_EVENT_ID,,,
BUSINESS_EVENT_ENTERPRISE_TYPE,IDX_BUS_EVT_ET_ENT_ID,ENTERPRISE_TYPE_ID,,,
BUSINESS_LINE_LEVEL_1,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
BUSINESS_LINE_LEVEL_1,CODE,VARCHAR2(20 CHAR),*Mã ngành nghề cấp 1*,,
BUSINESS_LINE_LEVEL_1,NAME,VARCHAR2(255 CHAR),*Tên ngành nghề cấp 1*,,
BUSINESS_LINE_LEVEL_1,EFFECTIVE,NUMBER(1),"*Tình trạng (1: Hiệu lực, 0: Hết hiệu lực)*",,
BUSINESS_LINE_LEVEL_1,DISPLAY_LABEL,VARCHAR2(255 CHAR),*Nhãn hiển thị*,,
BUSINESS_LINE_LEVEL_1,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
BUSINESS_LINE_LEVEL_1,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
BUSINESS_LINE_LEVEL_1,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
BUSINESS_LINE_LEVEL_1,DELETED_REASON,CLOB,*Lý do xóa*,,
BUSINESS_LINE_LEVEL_1,VERSION,NUMBER(MAX),*Phiên bản*,,
BUSINESS_LINE_LEVEL_1,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
BUSINESS_LINE_LEVEL_1,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
BUSINESS_LINE_LEVEL_1,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
BUSINESS_LINE_LEVEL_1,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
BUSINESS_LINE_LEVEL_1,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
BUSINESS_LINE_LEVEL_1,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_LINE_LEVEL_1,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_LINE_LEVEL_1,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_LINE_LEVEL_1,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_LINE_LEVEL_1,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
BUSINESS_LINE_LEVEL_1,IDX_BUS_LINE_LV1_ACTIVE,"ACTIVE, DELETED",,,
BUSINESS_LINE_LEVEL_1,IDX_BUS_LINE_LV1_OLD_ID,OLD_ID,,,
BUSINESS_LINE_LEVEL_1,IDX_BUSINESS_LINE_LEVEL_1_STABLE_ID,STABLE_ID,,,
BUSINESS_LINE_LEVEL_2,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
BUSINESS_LINE_LEVEL_2,CODE,VARCHAR2(20 CHAR),*Mã ngành nghề cấp 2*,,
BUSINESS_LINE_LEVEL_2,NAME,VARCHAR2(255 CHAR),*Tên ngành nghề cấp 2*,,
BUSINESS_LINE_LEVEL_2,PARENT_LINE_ID,VARCHAR2(36 CHAR),*Stable Id ngành nghề cấp 1 (tham chiếu business_line_level_1.stableId)*,,
BUSINESS_LINE_LEVEL_2,EFFECTIVE,NUMBER(1),"*Tình trạng (1: Hiệu lực, 0: Hết hiệu lực)*",,
BUSINESS_LINE_LEVEL_2,DISPLAY_LABEL,VARCHAR2(255 CHAR),*Nhãn hiển thị*,,
BUSINESS_LINE_LEVEL_2,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
BUSINESS_LINE_LEVEL_2,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
BUSINESS_LINE_LEVEL_2,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
BUSINESS_LINE_LEVEL_2,DELETED_REASON,CLOB,*Lý do xóa*,,
BUSINESS_LINE_LEVEL_2,VERSION,NUMBER(MAX),*Phiên bản*,,
BUSINESS_LINE_LEVEL_2,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
BUSINESS_LINE_LEVEL_2,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
BUSINESS_LINE_LEVEL_2,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
BUSINESS_LINE_LEVEL_2,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
BUSINESS_LINE_LEVEL_2,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
BUSINESS_LINE_LEVEL_2,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_LINE_LEVEL_2,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_LINE_LEVEL_2,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_LINE_LEVEL_2,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_LINE_LEVEL_2,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
BUSINESS_LINE_LEVEL_2,PARENT_LINE_VERSION_ID,VARCHAR2(36 CHAR),*Id** ngành nghề cấp 1** (tham chiếu business_line_level_1.**id**)*,,
BUSINESS_LINE_LEVEL_2,IDX_BUS_LINE_LV2_ACTIVE,"ACTIVE, DELETED",,,
BUSINESS_LINE_LEVEL_2,IDX_BUS_LINE_LV2_OLD_ID,OLD_ID,,,
BUSINESS_LINE_LEVEL_2,IDX_BUSINESS_LINE_LEVEL_2_STABLE_ID,STABLE_ID,,,
BUSINESS_LINE_LEVEL_2,IDX_BUS_LINE_LV2_PARENT,PARENT_LINE_ID,,,
OPERATIONAL_STATUS_TYPE,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
OPERATIONAL_STATUS_TYPE,CODE,VARCHAR2(20 CHAR),*Mã loại trạng thái*,,
OPERATIONAL_STATUS_TYPE,NAME,VARCHAR2(255 CHAR),*Tên loại trạng thái*,,
OPERATIONAL_STATUS_TYPE,REPORTING_REQUIRED,NUMBER(1),"*Yêu cầu báo cáo (1: Có, 0: Không)*",,
OPERATIONAL_STATUS_TYPE,DESCRIPTION,CLOB,*Mô tả*,,
OPERATIONAL_STATUS_TYPE,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
OPERATIONAL_STATUS_TYPE,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
OPERATIONAL_STATUS_TYPE,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
OPERATIONAL_STATUS_TYPE,DELETED_REASON,CLOB,*Lý do xóa*,,
OPERATIONAL_STATUS_TYPE,VERSION,NUMBER(MAX),*Phiên bản*,,
OPERATIONAL_STATUS_TYPE,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
OPERATIONAL_STATUS_TYPE,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
OPERATIONAL_STATUS_TYPE,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
OPERATIONAL_STATUS_TYPE,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
OPERATIONAL_STATUS_TYPE,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
OPERATIONAL_STATUS_TYPE,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
OPERATIONAL_STATUS_TYPE,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
OPERATIONAL_STATUS_TYPE,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
OPERATIONAL_STATUS_TYPE,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
OPERATIONAL_STATUS_TYPE,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
OPERATIONAL_STATUS_TYPE,IDX_OP_STATUS_TYPE_ACTIVE,"ACTIVE, DELETED",,,
OPERATIONAL_STATUS_TYPE,IDX_OP_STATUS_TYPE_OLD_ID,OLD_ID,,,
OPERATIONAL_STATUS_TYPE,IDX_OPERATIONAL_STATUS_TYPE_STABLE_ID,STABLE_ID,,,
OPERATIONAL_STATUS_TYPE_ENTERPRISE_TYPE,OPERATIONAL_STATUS_TYPE_ID,VARCHAR2(36 CHAR),*ID loại trạng thái hoạt động (FK tham chiếu operational_status_type.id)*,PK,
OPERATIONAL_STATUS_TYPE_ENTERPRISE_TYPE,ENTERPRISE_TYPE_ID,VARCHAR2(36 CHAR),*ID loại hình doanh nghiệp (tham chiếu enterprise_type.id)*,PK,
OPERATIONAL_STATUS_TYPE_ENTERPRISE_TYPE,OPERATIONAL_STATUS_TYPE_STABLE_ID,VARCHAR2(36 CHAR),*Stable ID của operational_status_type - ID ổn định xuyên suốt các phiên bản*,,
OPERATIONAL_STATUS_TYPE_ENTERPRISE_TYPE,ENTERPRISE_TYPE_STABLE_ID,VARCHAR2(36 CHAR),*Stable ID của enterprise_type - ID ổn định xuyên suốt các phiên bản*,,
OPERATIONAL_STATUS_TYPE_ENTERPRISE_TYPE,IDX_OST_ET_OST_ID,OPERATIONAL_STATUS_TYPE_ID,,,
OPERATIONAL_STATUS_TYPE_ENTERPRISE_TYPE,IDX_OST_ET_ENT_ID,ENTERPRISE_TYPE_ID,,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
ADMINISTRATIVE_PROCEDURE_COMPONENT,CODE,VARCHAR2(50 CHAR),*Mã thành phần TTHC*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,NAME,VARCHAR2(255 CHAR),*Tên thành phần TTHC*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,PROCEDURE_TYPE,VARCHAR2(255 CHAR),*Loại TTHC*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,ORIGINAL_QUANTITY,NUMBER(10),*Số lượng bản chính*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,COPY_QUANTITY,NUMBER(10),*Số lượng bản sao*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,DISPLAY_ORDER,NUMBER(10),*Thứ tự hiển thị*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,REQUIRED,NUMBER(10),"*Bắt buộc (1: Có, 0: Không)*",,
ADMINISTRATIVE_PROCEDURE_COMPONENT,E_FORM,NUMBER(10),"*Biểu mẫu điện tử (1: Có, 0: Không)*",,
ADMINISTRATIVE_PROCEDURE_COMPONENT,DESCRIPTION,CLOB,,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
ADMINISTRATIVE_PROCEDURE_COMPONENT,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
ADMINISTRATIVE_PROCEDURE_COMPONENT,DELETED_REASON,CLOB,*Lý do xóa*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,VERSION,NUMBER(MAX),*Phiên bản*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
ADMINISTRATIVE_PROCEDURE_COMPONENT,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
ADMINISTRATIVE_PROCEDURE_COMPONENT,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
ADMINISTRATIVE_PROCEDURE_COMPONENT,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
ADMINISTRATIVE_PROCEDURE_COMPONENT,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,IDX_ADMIN_PROC_COMP_ACTIVE,"ACTIVE, DELETED",,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,IDX_ADMIN_PROC_COMP_OLD_ID,OLD_ID,,,
ADMINISTRATIVE_PROCEDURE_COMPONENT,IDX_ADM_PROC_COMPONENT_STABLE_ID,STABLE_ID,,,
ADMINISTRATIVE_PROCEDURE,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
ADMINISTRATIVE_PROCEDURE,CODE,VARCHAR2(20 CHAR),*Mã TTHC*,,
ADMINISTRATIVE_PROCEDURE,NAME,VARCHAR2(255 CHAR),*Tên TTHC*,,
ADMINISTRATIVE_PROCEDURE,DESCRIPTION,CLOB,*Mô tả chi tiết*,,
ADMINISTRATIVE_PROCEDURE,FIELD_GROUP,VARCHAR2(50 CHAR),*Lĩnh vực*,,
ADMINISTRATIVE_PROCEDURE,IMPLEMENTATION_SEQUENCE,CLOB,*Trình tự thực hiện*,,
ADMINISTRATIVE_PROCEDURE,PROCEDURE_GROUP,VARCHAR2(255 CHAR),*Nhóm TTHC*,,
ADMINISTRATIVE_PROCEDURE,PROCEDURE_LEVEL,VARCHAR2(20 CHAR),*Mức độ (1/2/3/4)*,,
ADMINISTRATIVE_PROCEDURE,IMPLEMENTATION_METHOD,VARCHAR2(50 CHAR),*Cách thức thực hiện*,,
ADMINISTRATIVE_PROCEDURE,APPLIED_SUBJECT,VARCHAR2(255 CHAR),*Đối tượng áp dụng*,,
ADMINISTRATIVE_PROCEDURE,PROCESSING_TIME_AMOUNT,NUMBER(10),*Thời gian giải quyết*,,
ADMINISTRATIVE_PROCEDURE,PROCESSING_TIME_UNIT,VARCHAR2(20 CHAR),*Đơn vị tính thời gian*,,
ADMINISTRATIVE_PROCEDURE,FEE_AMOUNT,"NUMBER(19, 4)",*Lệ phí*,,
ADMINISTRATIVE_PROCEDURE,FEE_UNIT_CURRENCY_ID,VARCHAR2(36 CHAR),*Stable Id** tiền tệ lệ phí (tham chiếu currency.**stableI**d)*,,
ADMINISTRATIVE_PROCEDURE,FEE_PAYMENT_METHOD,VARCHAR2(50 CHAR),*Hình thức nộp lệ phí*,,
ADMINISTRATIVE_PROCEDURE,COMPETENT_AUTHORITY,VARCHAR2(255 CHAR),*Cơ quan có thẩm quyền*,,
ADMINISTRATIVE_PROCEDURE,COORDINATING_AGENCY,VARCHAR2(255 CHAR),*Cơ quan phối hợp*,,
ADMINISTRATIVE_PROCEDURE,LEGAL_BASIS,CLOB,*Căn cứ pháp lý*,,
ADMINISTRATIVE_PROCEDURE,EFFECTIVE_STATUS_DATE,TIMESTAMP(6),*Ngày có hiệu lực*,,
ADMINISTRATIVE_PROCEDURE,EXPIRATION_STATUS_DATE,TIMESTAMP(6),*Ngày hết hiệu lực*,,
ADMINISTRATIVE_PROCEDURE,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
ADMINISTRATIVE_PROCEDURE,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
ADMINISTRATIVE_PROCEDURE,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
ADMINISTRATIVE_PROCEDURE,DELETED_REASON,CLOB,*Lý do xóa*,,
ADMINISTRATIVE_PROCEDURE,VERSION,NUMBER(MAX),*Phiên bản*,,
ADMINISTRATIVE_PROCEDURE,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
ADMINISTRATIVE_PROCEDURE,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
ADMINISTRATIVE_PROCEDURE,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
ADMINISTRATIVE_PROCEDURE,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
ADMINISTRATIVE_PROCEDURE,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
ADMINISTRATIVE_PROCEDURE,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
ADMINISTRATIVE_PROCEDURE,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
ADMINISTRATIVE_PROCEDURE,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
ADMINISTRATIVE_PROCEDURE,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
ADMINISTRATIVE_PROCEDURE,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
ADMINISTRATIVE_PROCEDURE,FEE_UNIT_CURRENCY_VERSION_ID,VARCHAR2(36 CHAR),*ID của đơn vị tiền tệ phí*,,
ADMINISTRATIVE_PROCEDURE,IDX_ADMIN_PROC_ACTIVE,"ACTIVE, DELETED",,,
ADMINISTRATIVE_PROCEDURE,IDX_ADMIN_PROC_OLD_ID,OLD_ID,,,
ADMINISTRATIVE_PROCEDURE,IDX_ADMINISTRATIVE_PROCEDURE_STABLE_ID,STABLE_ID,,,
ADMINISTRATIVE_PROCEDURE,IDX_ADMIN_PROC_CURRENCY_ID,FEE_UNIT_CURRENCY_ID,,,
ADMINISTRATIVE_PROCEDURE_COMPONENT_MAPPING,ADMINISTRATIVE_PROCEDURE_ID,VARCHAR2(36 CHAR),*ID TTHC (tham chiếu administrative_procedure.id)*,PK,
ADMINISTRATIVE_PROCEDURE_COMPONENT_MAPPING,COMPONENT_ID,VARCHAR2(36 CHAR),*ID thành phần TTHC (tham chiếu administrative_procedure_component.id)*,PK,
ADMINISTRATIVE_PROCEDURE_COMPONENT_MAPPING,ADMINISTRATIVE_PROCEDURE_STABLE_ID,VARCHAR2(36 CHAR),*Stable ID của administrative_procedure - ID ổn định xuyên suốt các phiên bản*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT_MAPPING,COMPONENT_STABLE_ID,VARCHAR2(36 CHAR),*Stable ID của component - ID ổn định xuyên suốt các phiên bản*,,
ADMINISTRATIVE_PROCEDURE_COMPONENT_MAPPING,IDX_APCM_PROC_ID,ADMINISTRATIVE_PROCEDURE_ID,,,
ADMINISTRATIVE_PROCEDURE_COMPONENT_MAPPING,IDX_APCM_COMP_ID,COMPONENT_ID,,,
FUND_MANAGEMENT_COMPANY,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
FUND_MANAGEMENT_COMPANY,CODE,VARCHAR2(20 CHAR),*Mã công ty quản lý quỹ*,,
FUND_MANAGEMENT_COMPANY,NAME_VI,VARCHAR2(2000 CHAR),*Tên công ty (tiếng Việt)*,,
FUND_MANAGEMENT_COMPANY,NAME_EN,VARCHAR2(2000 CHAR),Tên công ty (tiếng Anh),,
FUND_MANAGEMENT_COMPANY,SHORT_NAME,VARCHAR2(500 CHAR),Tên viết tắt,,
FUND_MANAGEMENT_COMPANY,SHORT_NAME_EN,VARCHAR2(500 CHAR),Tên viết tắt (tiếng Anh),,
FUND_MANAGEMENT_COMPANY,BUSINESS_SKILL,VARCHAR2(1000 CHAR),Kỹ năng kinh doanh,,
FUND_MANAGEMENT_COMPANY,ENTERPRISE_TYPE_ID,VARCHAR2(36 CHAR),Stable Id loại hình doanh nghiệp,,FK suy luận → ENTERPRISE_TYPE.ID
FUND_MANAGEMENT_COMPANY,EFFECTIVE_STATUS_START_DATE,TIMESTAMP(6),Ngày bắt đầu trạng thái hoạt động,,
FUND_MANAGEMENT_COMPANY,EFFECTIVE_STATUS_END_DATE,TIMESTAMP(6),Ngày kết thúc trạng thái hoạt động,,
FUND_MANAGEMENT_COMPANY,EFFECTIVE_STATUS,NUMBER(1),"Trạng thái hiệu lực (1: Hiệu lực, 0: Hết hiệu lực)",,
FUND_MANAGEMENT_COMPANY,ADDRESS,VARCHAR2(1000 CHAR),Địa chỉ,,
FUND_MANAGEMENT_COMPANY,PROVINCE_NEW_ID,VARCHAR2(36 CHAR),Stable Id tỉnh/thành phố mới,,FK suy luận → PROVINCE_NEW.ID
FUND_MANAGEMENT_COMPANY,PHONE,VARCHAR2(20 CHAR),Số điện thoại,,
FUND_MANAGEMENT_COMPANY,FAX,VARCHAR2(20 CHAR),Số fax,,
FUND_MANAGEMENT_COMPANY,EMAIL,VARCHAR2(100 CHAR),Email,,
FUND_MANAGEMENT_COMPANY,WEBSITE,VARCHAR2(1000 CHAR),Website,,
FUND_MANAGEMENT_COMPANY,LEGAL_REPRESENTATIVE,VARCHAR2(500 CHAR),Người đại diện pháp luật,,
FUND_MANAGEMENT_COMPANY,CEO_POSITION,VARCHAR2(200 CHAR),Chức vụ CEO,,
FUND_MANAGEMENT_COMPANY,BUSINESS_LICENSE_NUMBER,VARCHAR2(50 CHAR),Số giấy phép kinh doanh,,
FUND_MANAGEMENT_COMPANY,BUSINESS_LICENSE_DATE,TIMESTAMP(6),Ngày cấp giấy phép,,
FUND_MANAGEMENT_COMPANY,BUSINESS_LICENSE_PLACE,VARCHAR2(50 CHAR),Nơi cấp giấy phép,,
FUND_MANAGEMENT_COMPANY,BUSINESS_LICENSE_NUMBER_MODIFY,VARCHAR2(50 CHAR),Số giấy phép thay đổi,,
FUND_MANAGEMENT_COMPANY,ISSUE_DOCUMENT,VARCHAR2(500 CHAR),Văn bản cấp phép,,
FUND_MANAGEMENT_COMPANY,ISSUE_DATE,TIMESTAMP(6),Ngày cấp,,
FUND_MANAGEMENT_COMPANY,PAR_VALUE,"NUMBER(20, 2)",Mệnh giá,,
FUND_MANAGEMENT_COMPANY,TOTAL_SHARES,"NUMBER(20, 2)",Tổng số cổ phiếu,,
FUND_MANAGEMENT_COMPANY,FINANCIAL_ID,VARCHAR2(50 CHAR),ID tài chính,,
FUND_MANAGEMENT_COMPANY,CHARTER_CAPITAL,"NUMBER(20, 2)",Vốn điều lệ',,
FUND_MANAGEMENT_COMPANY,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
FUND_MANAGEMENT_COMPANY,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
FUND_MANAGEMENT_COMPANY,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
FUND_MANAGEMENT_COMPANY,DELETED_REASON,CLOB,*Lý do xóa*,,
FUND_MANAGEMENT_COMPANY,VERSION,NUMBER(MAX),*Phiên bản*,,
FUND_MANAGEMENT_COMPANY,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
FUND_MANAGEMENT_COMPANY,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
FUND_MANAGEMENT_COMPANY,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
FUND_MANAGEMENT_COMPANY,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
FUND_MANAGEMENT_COMPANY,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
FUND_MANAGEMENT_COMPANY,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
FUND_MANAGEMENT_COMPANY,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
FUND_MANAGEMENT_COMPANY,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
FUND_MANAGEMENT_COMPANY,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
FUND_MANAGEMENT_COMPANY,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
FUND_MANAGEMENT_COMPANY,ENTERPRISE_TYPE_VERSION_ID,VARCHAR2(36 CHAR),*ID của loại hình doanh nghiệp*,,
FUND_MANAGEMENT_COMPANY,PROVINCE_NEW_VERSION_ID,VARCHAR2(36 CHAR),*ID tỉnh/thành **phố mới*,,
FUND_MANAGEMENT_COMPANY,IDX_FUND_MGMT_ACTIVE,"ACTIVE, DELETED",,,
